student_id,login_slope,attendance_slope,delay_slope,sentiment_slope,login_std,sentiment_std,shock_index,consistency_score,early_warning_flag,archetype,burnout_label,risk_score,risk_level
0,-0.0412041923620316,0.0001794532935243,-0.0011156942541768,-0.0017761751408153,1.2859982081936865,0.0468305267772282,-3.8876893471020857,0.3768193699065764,0,stable,0,14.966418491286095,Low
1,-1.1686080653388344,-0.0107125222936316,0.2375025371631127,-0.0299222829462703,5.9225531787830015,0.1630704765789396,-6.733674085415167,0.027718770555253,1,sudden_drop,1,62.19390905553641,Medium
2,-0.4475541969287516,-0.017866824911292,0.3683754768610573,-0.0272337503629784,3.022270586815025,0.1342797444372315,-6.868321409939131,0.0986765549791652,0,gradual_burnout,1,56.49592834106289,Medium
3,0.092107547903337,-0.0029659036181924,0.0025772071283664,-0.0021364304406932,1.4680248577653938,0.0462063084827511,-2.9411009143093487,0.316947467980441,0,stable,0,15.488202721453808,Low
4,0.0067092113749693,0.0002973359769464,0.0022385403027004,0.0031142256011004,1.4621202242407354,0.036439002663755,-3.639837548697624,0.3186950787655255,0,stable,0,14.481889014074268,Low
5,3.4224106874112997e-06,0.002477182290675,0.0063631272504267,0.0008944302629982,1.839929685322192,0.0557072833021996,-6.2316024270018,0.2280324252303285,0,stable,0,15.269912192330212,Low
6,0.1536642854175123,0.0013153641872296,-0.0080349534609729,0.0032148253807777,2.516692800260564,0.0545125951306492,-4.876605319832052,0.1363560255116872,0,stable,0,13.870393121692052,Low
7,-0.5569604615387637,-0.0209739232254856,0.3534104003256376,-0.0320336602685234,3.2486243215920103,0.1557870238388688,-6.563410236753198,0.0865534087748996,0,gradual_burnout,1,60.43110574324477,Medium
8,-0.6448823459380048,-0.0204028506355301,0.1394345210528122,-0.0308027325316449,3.1662244826068693,0.158693498862424,-3.4433504185958625,0.0907031331660111,1,gradual_burnout,1,50.6050120722538,Medium
9,-0.7067792599078614,-0.0198751635209912,0.3788553177427575,-0.0265409772434206,3.6877357032331752,0.1254909335607556,-4.969398277832088,0.0684959908435087,1,gradual_burnout,1,62.79409421527469,Medium
10,-0.0853823172898531,-0.0009836227764198,-0.0087717017123022,-8.578607813008507e-05,1.367670969459913,0.0353205286849265,-2.8505576309436904,0.3483684656735729,0,stable,0,15.846461791171256,Low
11,-1.508715890337896,-0.0129997668645726,0.2550497588824908,-0.0279184703816735,7.659370657217229,0.1579447244041711,-8.524719501419384,0.01675997535326,1,sudden_drop,1,74.66065498429026,High
12,-0.5794725573004488,-0.021569951329953,0.0990729745609168,-0.0300819482899759,3.687313293983352,0.1423346494765424,-9.711684534395207,0.0685106099663794,0,gradual_burnout,1,53.761590911331126,Medium
13,-0.0595216306771041,-0.0026005260162648,0.0128334405227128,-0.000576112968344,2.0843774048014434,0.031607126940837,-5.94903353371172,0.1871037202033794,0,stable,0,20.994255785068965,Low
14,0.0828830342041013,0.0039305717063137,0.0128046153275561,0.0042531885771203,2.1033849987024458,0.0629848211957277,-4.928813066988496,0.1843580167590426,0,stable,0,12.81182767224821,Low
15,0.2061377397358305,-0.0051278430224927,0.0131605257051626,0.0014442125359948,2.185400549545736,0.0454365510772187,-4.227066321234322,0.1731309264164481,0,stable,0,18.204550671252445,Low
16,0.0189353702726625,-0.0005103547990069,0.0109525815348569,0.0020099594902159,1.5241339421892168,0.0503169285898309,-5.573920174397593,0.3009343161520711,0,stable,0,16.603889218811464,Low
17,-0.268402044914985,0.0013541673491693,0.013432197124901,-0.0007422774755153,1.6905401729908094,0.0518611192974886,-4.101024487543878,0.2592066255733736,0,stable,0,19.024750057396833,Low
18,-0.0096142192705569,0.0005016544717253,-0.0013015509170254,-0.0013347209166278,2.005966860835635,0.0397701804122478,-5.14247462248105,0.1990484272268694,0,stable,0,16.43582403376343,Low
19,-0.07501094371462,0.0020034137056298,0.0008823470977656,-0.0014874091379132,1.859888266038802,0.04823146162905,-5.053896517884184,0.2242562582718857,0,stable,0,15.927993455175333,Low
20,-0.3001401098002411,-0.0213805235818815,0.2166896237818734,-0.0281643702547524,2.3159691629894845,0.1368116604696672,-5.587202378620358,0.157140960668989,0,gradual_burnout,1,48.79340004302976,Medium
21,-0.1975187428347156,0.0008710489262252,-0.0259553133916261,-0.0012277269788309,2.34584316786932,0.0427676931192402,-7.509721049614114,0.1537756496450724,0,stable,0,20.130718026474696,Low
22,-0.0970674157715194,0.0003473031552678,0.0075400688553714,-0.0022588953643379,1.9282294788724528,0.0566076893211837,-4.994366724758493,0.2119511215879604,0,stable,0,18.015841018696378,Low
23,0.078010245604142,0.0012459736500473,-0.0170694665959843,-0.0017293003304568,1.785363387307358,0.0506254805457381,-4.742295561477398,0.238804691311632,0,stable,0,13.142108739073292,Low
24,0.0237497117114322,-4.008656212280477e-05,0.0014025410562332,-0.0023055359237128,2.005155513066665,0.0297370821756096,-5.591942681237132,0.1991774516363582,0,stable,0,16.750767678408003,Low
25,-0.4964943555779137,-0.018225477718695,0.2581523860179855,-0.0331092817943431,2.9829242002021386,0.1563976168377048,-5.157451774635835,0.101032177212823,0,gradual_burnout,1,51.97668335305208,Medium
26,-0.0440329533009494,-0.0007834562120932,0.0017909408570288,0.000115473756754,1.6451863240955844,0.0474153728571739,-4.649573461874134,0.2697862561548102,0,stable,0,17.120711759461205,Low
27,0.0732868922231358,-0.0039857040331388,-0.0490629270265201,-0.0011416647238844,2.590183394499004,0.0418276297895162,-7.077059807673095,0.1297176692039679,0,stable,0,19.31431196046491,Low
28,-0.2041432751080636,0.0009922769875206,0.0018586182963527,-0.0002246241008534,1.761989478874825,0.0467980335617747,-4.176082645427275,0.2436286881051597,0,stable,0,18.062116449430544,Low
29,-0.0301363288686553,-0.0004357439895114,-0.0127710419677981,0.0010421192160953,1.9636817910204205,0.0505259431896959,-6.148979964296391,0.2059288490424526,0,stable,0,17.5811875633887,Low
30,-0.3242915319539735,-0.0199289218510687,0.4251166443802914,-0.0271590904959711,2.5974236344035715,0.1361432618895469,-5.47071168460549,0.1290887316936191,0,gradual_burnout,1,56.90439625696868,Medium
31,0.0352903569156307,0.0012065524635873,0.0005713582153336,0.0011343830088986,2.2472758952803398,0.0439496792830228,-6.509678087646549,0.1652824550436574,0,stable,0,16.55154690868991,Low
