student_id,login_slope,attendance_slope,delay_slope,sentiment_slope,login_std,sentiment_std,shock_index,consistency_score,early_warning_flag
0,-0.04120419236203161,0.0001794532935243016,-0.0011156942541768883,-0.0017761751408153768,1.2859982081936865,0.04683052677722825,-3.8876893471020857,0.3768193699065764,0
1,-1.1686080653388344,-0.01071252229363168,0.2375025371631127,-0.029922282946270314,5.9225531787830015,0.1630704765789396,-6.733674085415167,0.027718770555253014,1
2,-0.44755419692875165,-0.017866824911292094,0.36837547686105737,-0.027233750362978426,3.022270586815025,0.13427974443723154,-6.868321409939131,0.09867655497916522,0
3,0.09210754790333708,-0.0029659036181924558,0.00257720712836641,-0.002136430440693237,1.4680248577653938,0.046206308482751104,-2.9411009143093487,0.31694746798044104,0
4,0.0067092113749693165,0.00029733597694644233,0.002238540302700476,0.0031142256011004246,1.4621202242407354,0.03643900266375509,-3.639837548697624,0.31869507876552555,0
5,3.4224106874112993e-06,0.0024771822906750314,0.006363127250426773,0.0008944302629982186,1.839929685322192,0.05570728330219967,-6.2316024270018,0.22803242523032852,0
6,0.15366428541751237,0.0013153641872296412,-0.008034953460972974,0.0032148253807777628,2.516692800260564,0.05451259513064925,-4.876605319832052,0.13635602551168724,0
7,-0.5569604615387637,-0.020973923225485632,0.35341040032563764,-0.03203366026852347,3.2486243215920103,0.1557870238388688,-6.563410236753198,0.08655340877489968,0
8,-0.6448823459380048,-0.020402850635530115,0.13943452105281226,-0.030802732531644995,3.1662244826068693,0.15869349886242406,-3.4433504185958625,0.09070313316601115,1
9,-0.7067792599078614,-0.01987516352099129,0.3788553177427575,-0.026540977243420655,3.6877357032331752,0.1254909335607556,-4.969398277832088,0.06849599084350874,1
10,-0.08538231728985318,-0.0009836227764198583,-0.008771701712302227,-8.578607813008507e-05,1.367670969459913,0.035320528684926515,-2.8505576309436904,0.3483684656735729,0
11,-1.5087158903378959,-0.01299976686457263,0.2550497588824908,-0.027918470381673513,7.659370657217229,0.15794472440417112,-8.524719501419384,0.016759975353260063,1
12,-0.5794725573004488,-0.021569951329953086,0.09907297456091688,-0.030081948289975912,3.6873132939833515,0.14233464947654242,-9.711684534395207,0.06851060996637942,0
13,-0.05952163067710419,-0.0026005260162648286,0.01283344052271284,-0.0005761129683440467,2.0843774048014434,0.03160712694083705,-5.94903353371172,0.1871037202033794,0
14,0.0828830342041013,0.003930571706313753,0.01280461532755613,0.004253188577120397,2.1033849987024458,0.06298482119572774,-4.928813066988496,0.1843580167590426,0
15,0.20613773973583052,-0.005127843022492728,0.01316052570516269,0.001444212535994801,2.185400549545736,0.045436551077218765,-4.227066321234322,0.17313092641644812,0
16,0.018935370272662507,-0.0005103547990069695,0.010952581534856964,0.0020099594902159906,1.5241339421892168,0.050316928589830966,-5.573920174397593,0.3009343161520711,0
17,-0.26840204491498504,0.0013541673491693454,0.013432197124901075,-0.000742277475515338,1.6905401729908094,0.051861119297488656,-4.101024487543878,0.2592066255733736,0
18,-0.009614219270556912,0.0005016544717253959,-0.0013015509170254775,-0.0013347209166278185,2.005966860835635,0.039770180412247884,-5.14247462248105,0.19904842722686947,0
19,-0.07501094371462,0.002003413705629888,0.000882347097765667,-0.0014874091379132317,1.859888266038802,0.048231461629050024,-5.0538965178841835,0.2242562582718857,0
20,-0.30014010980024114,-0.021380523581881514,0.21668962378187345,-0.028164370254752404,2.3159691629894845,0.13681166046966725,-5.587202378620358,0.15714096066898908,0
21,-0.19751874283471568,0.0008710489262252683,-0.025955313391626142,-0.0012277269788309856,2.3458431678693197,0.042767693119240204,-7.5097210496141145,0.15377564964507243,0
22,-0.0970674157715194,0.0003473031552678481,0.007540068855371489,-0.002258895364337909,1.9282294788724528,0.056607689321183714,-4.994366724758493,0.21195112158796042,0
23,0.07801024560414206,0.0012459736500473565,-0.01706946659598437,-0.0017293003304568622,1.785363387307358,0.050625480545738184,-4.742295561477398,0.238804691311632,0
24,0.023749711711432253,-4.0086562122804774e-05,0.0014025410562332427,-0.0023055359237128584,2.005155513066665,0.029737082175609667,-5.591942681237132,0.1991774516363582,0
25,-0.4964943555779137,-0.01822547771869503,0.2581523860179855,-0.03310928179434317,2.9829242002021386,0.15639761683770484,-5.157451774635835,0.10103217721282308,0
26,-0.04403295330094941,-0.0007834562120932969,0.001790940857028896,0.00011547375675406514,1.6451863240955844,0.04741537285717394,-4.649573461874134,0.2697862561548102,0
27,0.0732868922231358,-0.003985704033138846,-0.049062927026520126,-0.0011416647238844078,2.590183394499004,0.04182762978951626,-7.077059807673095,0.12971766920396793,0
28,-0.20414327510806363,0.000992276987520624,0.0018586182963527423,-0.0002246241008534781,1.761989478874825,0.0467980335617747,-4.176082645427275,0.2436286881051597,0
29,-0.030136328868655367,-0.0004357439895114161,-0.01277104196779814,0.0010421192160953519,1.9636817910204203,0.05052594318969596,-6.148979964296391,0.20592884904245262,0
30,-0.32429153195397353,-0.019928921851068745,0.42511664438029145,-0.027159090495971146,2.5974236344035715,0.13614326188954698,-5.47071168460549,0.1290887316936191,0
31,0.03529035691563075,0.0012065524635873695,0.0005713582153336612,0.00113438300889865,2.2472758952803393,0.04394967928302285,-6.509678087646549,0.16528245504365746,0
32,-0.04424466096372879,0.0020533620965688883,-0.014073924540363584,0.0022559274506003843,2.596679498518437,0.045123874515792355,-7.591225004654614,0.12915317179679725,0
33,-1.0845689998734436,-0.015862907503274976,0.33301065097240123,-0.030645267028503186,5.757047598246161,0.17147376239451698,-10.053372874744054,0.02928806823078283,1
34,-1.3308900442571103,-0.01383393028189383,0.4018433416295223,-0.025103048046533613,6.770986531550745,0.13865606166052616,-8.83250328645288,0.021346421884310508,1
35,-0.3277169918780999,-0.01874716589330173,0.31679388022607763,-0.03159630637916799,2.269767479593378,0.1496562650532933,-4.781640464658402,0.16255287571052657,0
36,-0.18166520711714645,0.0002957496307425708,0.007142484209463261,-0.0016707708685240563,1.4764370482388796,0.03982664848587403,-4.233977168465113,0.3144786250745975,0
